id,part,verse,in_doctrine,in_life_of_oyasama,en_6th_ed,ro,jp1,jp2,kanji,en
610,6,118,,,"Though I appeal to you in sorrow over and over, I shall save you if you become of a sincere mind.",dandan to kudoki nageki wa toku keredo   shinjitsu naru no kokoro tasukeru,たん／＼とくどきなけきハとくけれど,しんぢつなるの心たすける,段々と口説き嘆きは説くけれど   真実なるの心救ける,"Even though I, God, teach you step by step so assiduously with lamentation, if your mind becomes truly sincere, I will surely save you."
611,6,119,,,"Whoever you are, you are all My children. Awaken to the anxiety in the mind of Tsukihi!",dono yona mono mo ichiretsu waga ko nari   Tsukihi no kokoro shinpai o miyo,どのよふなものも一れつハかこなり,月日の心しんばいをみよ,どの様な者も一列我が子なり   月日の心心配を見よ,"All of you are My children, whatever kind of person you may be. Feel for the anxiety in the mind of Tsukihi!"
612,6,120,1,,Everything in this universe is all by Tsukihi. All human bodies are things lent by Tsukihi.,kono yo wa ichiretsu wa mina Tsukihi nari   ningen wa mina Tsukihi kashimono,このよふハ一れつハみな月日なり,にんけんハみな月日かしもの,この世は一列は皆月日なり   人間は皆月日貸し物,This whole universe is the body of Tsukihi. So human bodies are all things lent by Tsukihi.
613,6,121,,,"If this truth is known all over the world, no one will remain selfish or greedy.",sekaiju kono shinjitsu o shirita nara   goki goyoku dasu mono wa nai,せかいぢうこのしんぢつをしりたなら,ごふきごふよくだすものわない,世界中この真実を知りたなら   強気強欲出す者は無い,"If the people of the whole world become awakened to this truth, no one will remain tenaciously selfish or avaricious."
614,6,122,,,"If only My mind is truly understood, there will be nothing fearful or dangerous.",kokoro sai shinjitsu yori mo wakaritara   nanimo kowami mo abunaki mo nai,こゝろさいしんぢつよりもわかりたら,なにもこわみもあふなきもない,心さい真実よりも分かりたら   何も怖みも危なきも無い,"If your mind heartily comprehends this truth, there shall remain nothing fearful or dangerous."
615,6,123,,,But you erased everything Tsukihi taught. What remains is only the human mind.,Tsukihi yori oshieru koto wa mina keshite   ato wa ningen gokoro bakari de,月日よりをしゑる事ハみなけして,あとハにんけん心ばかりで,月日より教える事は皆消して   後は人間心ばかりで,"Putting out all teachings which I, Tsukihi, taught you, you behaved with only human thoughts."
616,6,124,,,"Even until now, though I wished to teach you the truth of the beginning of this world,",imamade mo kono yo hajimeta shinjitsu o   oshiete oko to omota naredomo,いまゝでもこのよはじめたしんぢつを,をしへてをことをもたなれども,今迄もこの世初めた真実を   教えて置こうと思うたなれども,"Although until now I have often thought of teaching you the truth of creating this world,"
617,6,125,,,"And though the mind of Tsukihi hastens day after day, know that I am waiting for the appointed time.",Tsukihi yori nichinichi kokoro sekikomedo   kokugen machite iru to omoe yo,月日よりにち／＼心せきこめど,こくげんまちているとをもゑよ,月日より日々心急き込めど   刻限待ちて居ると思えよ,"And even though I, Tsukihi, impatiently hasten day by day, I wait for the fixed time to come."
618,6,126,,,What are you thinking on hearing this talk? Great blessings are intended by Tsukihi.,kono hanashi nanto omote kiite iru   Tsukihi omowaku fukai riyaku o,このはなしなんとをもふてきいている,月日をもわくふかいりやくを,この話何と思うて聞いて居る   月日思惑深い利益を,"What do you think on hearing this talk? I, Tsukihi, intend to bestow a deep divine favor."
619,6,127,,,Never take this to be ordinary. Great is the intent in the workings of Tsukihi.,kore bakari hitonami ya towa omouna yo   Tsukihi no shigoto erai omowaku,こればかり人なみやとハをもうなよ,月日のしごとゑらいをもわく,こればかり人並やとは思うなよ   月日の仕事偉い思惑,"Just this, never take it to be the work of a human being! It is the work planned with the great intention of Tsukihi."
620,6,128,,,"Though Tsukihi has often spoken of the free and unlimited workings, none of them has yet been seen.",Tsukihi yori juyojizai to mama tokedo   mada imamade wa mieta koto nashi,月日よりぢうよちざいとまゝとけと,まだいまゝでわみゑた事なし,月日より自由自在と間々説けど   未だ今迄は見えた事無し,"I, Tsukihi, have often told you of My omnipotence, but until now nothing has appeared."
621,6,129,,,"This time, when I truly show you My free and unlimited workings, know that this is truth.",konotabi wa juyojizai o shinjitsu ni   shite miseta nara kore ga makoto ya,このたびハぢうよぢざいをしんぢつに,してみせたならこれかまことや,この度は自由自在を真実に   して見せたならこれが誠や,"This time, when I really manifest My omnipotence, you will understand it to be true."
622,6,130,,1,"Whatever is done, it is all by Tsukihi, truly from My single intent to save you.",dono yona koto o suru no mo mina Tsukihi   shinjitsu yori no tasuke ichijo,とのよふな事をするのもみな月日,しんぢつよりのたすけ一ぢよ,どの様な事をするのも皆月日   真実よりの救け一条,"It is I, Tsukihi, who work any and everything. My aim is truly and single-heartedly to save all mankind."
623,6,131,1,1,"The conception of a baby is by Tsukihi. Giving birth to it, also, is by the work of Tsukihi.",tainai e yadoshi komu no mo Tsukihi nari   umare dasu no mo Tsukihi sewadori,たいないゑやどしこむのも月日なり,むまれだすのも月日せわどり,胎内へ宿し込むのも月日なり   生まれ出すのも月日世話取り,"It is I, Tsukihi, who make you conceive a baby. And also it is through the help of Tsukihi that you can give birth to it."
624,6,132,,,"This time, as I am revealed, I shall truly show you all of My workings in every matter.",konotabi wa dono yona koto mo shinjitsu ni   mina arawarete shite miseru de na,このたびハどのよな事もしんぢつに,みなあらわれてしてみせるでな,この度はどの様な事も真実に   皆現れてして見せるでな,This time I will truly reveal Myself and do whatever kinds of things.
625,6,133,,,"Be convinced when you see this, whoever you may be: My free and unlimited workings are according to your mind.",kore o mite ikana mono demo tokushin se   kokoro shidai ni ikana juyo,これをみていかなものでもとくしんせ,心したいにいかなぢうよふ,これを見て如何な者でも得心せ   心次第に如何な自由,"Look at this and comprehand well, all of you! I will work My omnipotence just as your mind deserves."
626,6,134,,,"Whatever I may work, I shall work all things according to your mind of sincerity.",dono yona koto o suru no mo shinjitsu no   kokoro shidai ni mina shite miseru,どのよふな事をするのもしんぢつの,心したいにみなしてみせる,どの様な事をするのも真実の   心次第に皆して見せる,"Whatever kinds of things I may work, I will work everything just as your true sincerity deserves."
627,7,1,,,"Thirty-eight years ago, Tsukihi descended because of the causality of origin.",Tsukihi yori sanju hachi nen izen nite   amakudari taru moto no innen,月日より三十八ねんいぜんにて,あまくだりたる元のいんねん,月日より三十八年以前にて   天降りたる元の因縁,"According to the original Preordination, I, Tsukihi, descended from Heaven thirty-eight years ago."
628,7,2,,,"Because this causality exists, Tsukihi desires to tell you all the truth in detail.",Tsukihi yori sono innen ga aru yue ni   nanika isai o hanashitai kara,月日よりそのいんねんがあるゆへに,なにかいさいをはなしたいから,月日よりその因縁が有る故に   何か委細を話したいから,"Because of this Preordination, I, Tsukihi, desire to tell you all the details of the truth."
629,7,3,,,"Unaware of this, those in the high places think My teachings all to be worldly common.",kami taru wa sore o shirazu ni nani goto mo   sekainami ya to omote iru nari,上たるハそれをしらすになに事も,せかいなみやとをもているなり,上たるはそれを知らずに何事も   世界並やと思い居るなり,"Unaware of this, the upper people are thinking that everything I teach is worldly common."
