id,part,verse,in_doctrine,in_life_of_oyasama,en,ro,jp_1,jp_2
344,4,74,,,"About the Service: first the Teodori, then the Kagura. Thus, I have opened just a narrow path.",Tsutome demo hajime Teodori mata Kagura   choto no hosomichi tsukete aredomo,つとめても初てをどりまたかぐら,一寸のほそみちつけてあれども
345,4,75,,,"But weeds have gradually grown thick and the path is obscure. Quickly, the preparations to open the main path!",dandan to kusa ga shikorite michi shirezu   hayaku honmichi tsukeru moyo o,だん／＼とくさがしこりてみちしれす,はやくほんみちつけるもよふを
346,4,76,,,"Day after day, hasten with spirited minds. If only the main path be quickly opened...",nichinichi ni kokoro isande sekikome yo   hayaku honmichi tsuketa koto nara,にち／＼に心いさんでせきこめよ,はやくほんみちつけた事なら
347,4,77,,,"When this main path is truly opened, thereafter you will lead a life full of joy and promise.",shinjitsu ni kono honmichi ga tsuita nara   sue wa tanomoshi yokizukume ya,しんぢつにこのほんみちがついたなら,すへハたのもしよふきづくめや
348,4,78,,,Even more do I hasten to save the villagers. Please ponder quickly!,murakata wa naomo tasuke o sete iru   hayaku shiyan o shite kureru yo,村かたハなをもたすけをせへている,はやくしやんをしてくれるよふ
349,4,79,1,,"To God, people throughout the world are all My children. All of you equally, know that I am your Parent!",sekaiju Kami no ta niwa mina waga ko   ichiretsu wa mina Oya to omoe yo,せかいぢう神のたあにハみなわがこ,一れつハみなをやとをもゑよ
350,4,80,,,"Throughout the world, I have begun what is known as sermons. When they are delivered, you may go and hear them.",sekaiju sekkyo to shite hajime kake   toite kikasuru kiki ni iku nari,せかいぢうせきゝよとしてはちめかけ,といてきかするきゝにいくなり
351,4,81,,,"Whatever may be said about things already seen, unless the origin is known, there can be no understanding.",ika hodoni mietaru koto o yuta tote   moto o shiraneba wakaru me wa nashi,いかほどにみゑたる事をゆうたとて,もとをしらねばハかるめハなし
352,4,82,,,"Step by step, I shall tell you solely about things unknown. When they appear, you will know that it is the truth.",dandan to nai koto bakari yute oite   sore deta naraba kore ga makoto ya,だん／＼とない事ばかりゆてをいて,それでたならばこれがまことや
353,4,83,,,"All of you children who lean on God, quickly make preparations to go out into the open.",ichiretsu ni Kami ni motareru kono kodomo   hayaku omote i deru moyo seyo,一れつに神にもたれるこのこども,はやくをもていでるもよふせよ
354,4,84,,,"If you truly desire to go out into the open, calm your mind and seek the core.",shinjitsu ni omote deyo to omou nara   kokoro shizumete shin o tazune yo,しんぢつにをもてゞよふとをもうなら,心しづめてしんをたづねよ
355,4,85,,,"You children, when the innermost heart has been truly ascertained, you shall have all My arrangements.",kono kodomo shinjitsu yori mo mune no uchi   misadame tsukeba ikana moyo mo,このこどもしんぢつよりもむねのうち,みさだめつけばいかなもよふも
356,4,86,,,"Though the mind of God hastens day after day, there is no understanding in the minds of you children.",nichinichi ni Kami no kokoro wa sekikomedo   kodomo no kokoro wakari nai node,にち／＼に神の心わせきこめど,こともの心わかりないので
357,4,87,,,"With My children, as their number is not small, there are so many whose heart is yet without understanding.",kodomo demo chotto no hito dewa nai karani   oku no mune ga sarani wakaran,こともでも一寸の人でハないからに,をふくのむねがさらにハからん
358,4,88,,,"Even until now, though people speak highly of a thing called learning, no one knows of things yet unseen.",imamade wa gakumon nazo to yuta tote   miete nai koto sarani shiromai,いまゝでハがくもんなぞとゆうたとて,みゑてない事さらにしろまい
359,4,89,,,"Hereafter, I shall teach you any and all things yet unseen, step by step.",konosaki wa miete nai koto dandan to   yorozu no koto o mina toite oku,このさきハみへてない事だん／＼と,よろずの事をみなといてをく
360,4,90,,1,"From now on, step by step, I shall teach you the Service unknown since this world began and train you in its hand movements.",korekara wa kono yo hajimete nai Tsutome   dandan oshie te o tsukeru nari,これからハこのよはじめてないつとめ,だん／＼をしへてをつけるなり
361,4,91,1,1,This Service is the path of salvation for the entire world. I shall enable even a mute to speak.,kono Tsutome sekaiju no tasuke michi   oshi demo mono o yuwasu koto nari,このつとめせかいぢううのたすけみち,をしでもものをゆハす事なり
362,4,92,,1,"Be firm day after day, you performers of the Service! Calm your minds and learn the hand movements quickly!",nichinichi ni Tsutome no ninju shikato seyo   kokoro shizumete hayaku te o tsuke,にち／＼につとめのにんぢうしかとせよ,心しづめてはやくてをつけ
363,4,93,1,1,What do you think this Service is about? It is solely to bring peace to the world and salvation to all.,kono Tsutome nanino koto ya to omote iru   sekai osamete tasuke bakari o,このつとめなにの事やとをもている,せかいをさめてたすけばかりを
364,4,94,,1,"When this path is clearly seen, the root of illness will be cut off entirely.",kono michi ga tashika mietaru koto naraba   yamai no ne wa kirete shimau de,このみちがたしかみゑたる事ならば,やまいのねゑわきれてしまうで
365,4,95,,,"According to your mind of sincerity, I deny My protection to no one, whoever you may be.",shinjitsu no kokoro shidai ni izukata mo   ikana shugo mo sen to yuwan de,しんぢつの心しだいにいづかたも,いかなしゆごふもせんとゆハんで
366,4,96,,,About the present path: God is hastening. Those of you within need not worry. Watch carefully!,ima no michi Kami no sekikomi uchi naru wa   anji nai zo ya shikato mite iyo,いまのみち神のせきこみうちなるハ,あんぢないぞやしかとみていよ
367,4,97,,,I have already told you the path will be changed from what it was until now. There is no mistake in what God says.,koremade to michi ga kawaru to yute aru   Kami wa chigota koto wa yuwan de,これまでとみちがかわるとゆうてある,神ハちごふた事ハゆハんで
368,4,98,,,"Hereafter, I shall not be able to tell you of this growing impatience in the mind of God, even should I so desire.",konosaki wa Kami no kokoro no sekikomi o   kuchi dewa domu yu ni yuwaren,このさきハ神の心のせきこみを,くちでハどふむゆうにゆハれん
369,4,99,,,"However difficult it may be, if things are left untold, there will be no chance of understanding.",ika hodoni mutsukashi koto to yuta tote   tokazu ni ite wa wakaru me wa nashi,いかほどにむつかし事とゆうたとて,とかすにいてハわかるめハなし
370,4,100,,,"Day by day and step by step, I shall teach you the thoughts of God. Please listen to Me.",nichinichi ni Kami no omowaku dandan to   toite oku zo ya kore kiite kure,にち／＼に神のをもわくだんだんと,といてをくぞやこれきいてくれ
371,4,101,,,"This path may be somewhat difficult, but it is marvelous indeed. Watch it carefully.",kono michi wa nanika mutsukashi mezurashii   michi de aru zo ya tashika mite iyo,このみちハなにかむつかしめつらしい,みちであるぞやたしかみていよ
372,4,102,,,"After you have completed taking this path, Kara will have become part of Nihon.",kono michi o torinuketara sonosaki wa   kara wa nihon no jii ni shite aru,このみちをとふりぬけたらそのさきハ,からハにほんのぢいにしてある
373,4,103,,,"When Kara becomes Nihon, this will be the passage to eternal joy.",kara no ji o nihon no jii ni shita naraba   kore matsudai no iki dori nari,からのぢをにほんぢいにしたならば,これまつだいのいきどふりなり
374,4,104,,,"The high places rule this world, but Heaven is also high. I shall make a distinction between the minds of the high places and the mind of God.",kono yo o osameru mo kami ten mo Kami   kami to Kami to no kokoro wakeru de,このよふを納も上天もかみ,上と神との心わけるで
375,4,105,,,"Step by step, I shall tell you about things yet unseen. When they come into sight in the future, it is God!",dandan to mien koto oba yute oite   saki de mietara kore ga Kami ya de,だん／＼とみゑん事をばゆてをいて,さきでみゑたらこれが神やで
376,4,106,,,"No matter what people say about things already seen, if what is said is not seen in the future, perhaps there is no understanding.",ika hodoni mietaru koto o yuta tote   saki de mieneba wakari arumai,いかほどにみゑたる事をゆうたとて,さきでみゑねはわかりあるまい
377,4,107,,,"From now on, I shall bring understanding by making a distinction in the innermost hearts of both the high and the low all over the world.",korekara wa sekaiju no mune no uchi   kami shimo tomoni wakete miseru de,これからハせかいぢううのむねのうち,上下ともにわけてみせるで
378,4,108,,,Watch! I shall cleanse the innermost hearts of those within and all others in the world without discrimination.,kore o miyo sekai mo uchi mo hedate nai   mune no uchi yori soji suru zo ya,これをみよせかいもうちもへたてない,むねのうちよりそふぢするぞや
