verse_id,part,verse,in_doctrine,in_life_of_oyasama,pt,en_6th_ed,ro,jp1,jp2,kanji,english
411,5,7,,,Reflitam todas as pessoas sobre esta explanação. Não existem absolutamente espíritos iguais.,"Ponder over this talk, all of you in the world. There is no mind the same as another.",kono hanashi mina ichiretsu wa shiyan seyo   onaji kokoro wa sarani arumai,このはなしみな一れつハしやんせよ,をなじ心わさらにあるまい,この話皆一列は思案せよ   同じ心は更に有るまい,"Ponder deeply over this talk, all of you! There is indeed no mind which is completely the same as another."
412,5,8,,,"Mesmo entre pais e filhos, marido e mulher ou entre irmãos, os espíritos são diferentes um do outro.","Even between parent and child, husband and wife, and brothers and sisters: their minds all differ from one another.",oyako demo fufu no naka mo kyodai mo   mina meme ni kokoro chigau de,をやこでもふう／＼のなかもきよたいも,みなめへ／＼に心ちがうで,親子でも夫婦の仲も兄弟も   皆銘々に心違うで,"Even between parents and children, husband and wife or brothers and sisters, their minds all differ from each other."
413,5,9,,,"Não digo quem, de que lugar do mundo. As poeiras do espírito apegam-se ao corpo como incômodos.","Indicating no one in the world in particular, I say to you: dust in the mind causes disorders of the body.",sekaiju doko no mono towa yuwan de na   kokoro no hokori mi ni sawari tsuku,せかいぢうどこのものとハゆハんでな,心のほこりみにさハりつく,世界中何処の者とは言わんでな   心の埃身に障り付く,I do not indicate any person or place in the world in particular. The dust of the mind causes disorders of the body.
414,5,10,,,"Refletindo sobre os sofrimentos do corpo, determinem o espírito de se amparar em Deus.",Ponder over your sufferings of the body and then ponder the mind that leans on God.,minouchi no nayamu koto oba shiyan shite   Kami ni motareru kokoro shiyan se,みのうちのなやむ事をばしやんして,神にもたれる心しやんせ,身の内の悩む事をば思案して   神に凭れる心思案せ,"Pondering over the suffering of your body, determine your mind to lean upon God!"
415,5,11,,,"Não importa quão difícil seja o caso, quero mostrar depressa a onipotência de Deus.","It does not matter how difficult your condition may be, for God desires to reveal free and unlimited workings quickly.",dono yona mutsukashi koto to yuta tote   Kami no juyo hayaku misetai,どのよふなむつかし事とゆうたとて,神のぢうよふはやくみせたい,どの様な難し事と言うたとて   神の自由早く見せたい,"However difficult your circumstances may be, I desire to reveal quickly the omnipotence of God."
416,5,12,,,"Até agora, não houve absolutamente quem tenha conhecido a verdade da onipotência de Deus.","Until now, there has been no one who knows the truth of God's free and unlimited workings.",imamade wa Kami no juyo shinjitsu o   shiritaru mono wa sarani nai node,いまゝでハ神のぢうよふしんぢつを,しりたるものさらにないので,今迄は神の自由真実を   知りたる者は更に無いので,Until now there has been no one who knows the truth of the omnipotence of God.
417,5,13,,,"Doravante, quão difícil seja a doença, não há a que não se cure segundo o espírito.","From now on, no matter how serious your illness may be, nothing is incurable. It depends on your mind.",korekara wa ikana mutsukashi yamai demo   kokoro shidai ni naorande nashi,これからハいかなむつかしやまいでも,心したいになをらんでなし,これからは如何な難し病でも       心次第に直らんで無し,"From now on, however serious your illness may be, you will be cured, depending on the way you use your mind."
418,5,14,,,"Se Deus aceitar o espírito sincero, mostrará toda a onipotência.","If God accepts your mind of sincerity, I shall work freely and unlimitedly in any matter.",shinjitsu no kokoro o Kami ga uketoreba   ikana juyo shite miseru de na,しんぢつの心を神がうけとれば,いかなぢうよふしてみせるてな,真実の心を神が受け取れば   如何な自由して見せるでな,"When I, God, have accepted the true sincerity of your mind, I will work any and every kind of omnipotence."
419,5,15,,,"Diante destas palavras tão sinceras de Deus, as pessoas próximas devem compreender depressa.","You close to Me, quickly become enlightened in this teaching of the truth of God.",kora hodono Kami no shinjitsu kono hanashi   soba naru mono wa hayaku satore yo,こらほどの神のしんぢつこのはなし,そばなるものハはやくさとれよ,こら程の神の真実この話   側なる者は早く悟れよ,You who are close to Me must quickly understand this true sincerity of God who is admonishing you so earnestly.
420,5,16,,,"Se ao menos chegarem a compreender isto logo, seja em que for, tudo será segundo este princípio.","If you quickly become enlightened in this one matter, everything will proceed accordingly.",kore saika hayaku satori ga tsuita nara   nani ni tsuitemo mina kono dori,これさいかはやくさとりがついたなら,なにゝついてもみなこのどふり,これさいか早く悟りが付いたなら   何に就いても皆この道理,"If only you can quickly understand this, it will be the same for everything else."
421,5,17,,,"Embora, até hoje, em nada tenha apressado, já agora, apresso o amplo caminho.","Until today, I have never hastened you in any way. Now, I hasten you toward the broad path.",kyomade wa nani yono koto mo sekane domo   mo sekikomu de okwan no michi,けふまでハなによの事もせかねとも,もふせきこむでをふくハんのみち,今日迄は何よの事も急かねども   もう急き込むで往還の道,Until today I have never hastened you in any matters. But now I hasten your going out to the broad way.
422,5,18,,,Não pensem ser este um caminho comum. É o início do Registro para todo o sempre.,Never think this path is worldly common. It is the beginning of the Divine Record for eternity.,kono michi wa sekainami towa omouna yo   kore matsudai no Koki hajimari,このみちハせかいなみとハをもうなよ,これまつだいのこふきはぢまり,この道は世界並とは思うなよ   これ末代のこうき初まり,"Never take this way to be wordly common! This is the beginning of the Koki, the Divine Record, for eternity."
423,5,19,,,Não direi onde se encontra este pessoal. Todos virão por causa dos incômodos no corpo.,I do not say where the performers will be found. All will come because of disorders of the body.,kono ninju doko ni aru towa yuwan de na   minouchi sawari mina kuru de aro,このにんぢうとこにあるとハゆハんでな,みのうちさハりみなくるであろ,この人衆何処に有るとは言わんでな   身の内障り皆来るで有ろ,I do not mention where these performers will be found. All shall gather around Me on account of the disorders of their bodies.
424,5,20,,,"Este incômodo é minha orientação, advertência ou ira. Reflitam todos individualmente.","These disorders are from My guidance, admonition, or anger. Ponder, each of you.",kono sawari tebiki iken mo rippuku mo   mina meme ni shiyan shite miyo,このさハりてびきいけんもりいふくも,みなめへ／＼にしやんしてみよ,この障り手引き意見も立腹も   皆銘々に思案して見よ,"Among these disorders are included My guidance, admonition and anger. Ponder over your own case, each of you!"
